Unnamed: 0,Phrase,Class,Class_index
21907,In which bin does this plastic cap go ?,PLASTIC CAP,31.0
18719,I want to throw my oranges,ORGANIC SCRAPS,17.0
2300,Could I throw my recyclable tray in this trash ?,PAPER TRAY,25.0
37917,Where does a battery belong?,CYLINDRICAL BATTERY,9.0
12737,I have my rothmans pack to throw,CIGARETTE PACK,4.0
35078,Where do I put my flavor packets ?,CONDIMENT PACKETS,6.0
8171,"Hey, in which trash does my plastic snack packaging goes ? Thank you",PLASTIC SNACK PACKAGING,38.0
43401,Where to throw a organic packaging ?,COMPOSTABLE PACKAGING,5.0
22607,In which bin should I throw my battery ?,CYLINDRICAL BATTERY,9.0
33791,Where do I have to throw my kn95 masks ?,FACE MASK,10.0
30765,Where can I put a canned beans ?,ALUMINIUM CAN,0.0
20494,In what trash does this dasani plastic bottle go ?,PLASTIC BOTTLE,29.0
4455,"Excuse me, can you help me ? I have to throw a spice packets",CONDIMENT PACKETS,6.0
40652,Where does my rest of [food] go ?,CONDIMENT PACKETS,6.0
385,Can I recycle this respirators ?,FACE MASK,10.0
39437,Where does my schweppes glass bottle goes?,GLASS BOTTLE,11.0
7401,"Hey, in which trash does a pepsi glass bottle goes ? Thank you",GLASS BOTTLE,11.0
40852,Where does my rest of [food] go ?,GLASS JAR,12.0
11128,I have [a/an] pack of rolls,TOBACCO PACK,49.0
35943,Where do I put a plastic gloves ?,PLASTIC GLOVES,35.0
1442,Could I throw my moretti can in this trash ?,ALUMINIUM CAN,0.0
30310,what bin is best suited for this solo cup ?,PLASTIC CUP,32.0
31408,Where can I put this max ?,PAPER MAGASINE,20.0
9804,I have [a/an] birra baladin can,ALUMINIUM CAN,0.0
13519,I have this plastic bottle to throw,PLASTIC BOTTLE,29.0
20100,In what trash does a fruit scraps go ?,ORGANIC SCRAPS,17.0
24525,Is a legal pads recyclable ?,PAPER SHEET,23.0
13370,I have my sheet of paper to throw,PAPER SHEET,23.0
27908,Should I recycle my birrificio italiano can ?,ALUMINIUM CAN,0.0
28252,Should I recycle this stella artois glass bottle ?,GLASS BOTTLE,11.0
23269,In which bin should I throw this pepsi plastic bottle ?,PLASTIC BOTTLE,29.0
21541,In which bin does this pasta go ?,ORGANIC SCRAPS,17.0
23313,In which bin should I throw a sprite plastic cap ?,PLASTIC CAP,31.0
35865,Where do I put a plastic cup ?,PLASTIC CUP,32.0
38654,Where does my disposable cup belong?,PLASTIC CUP,32.0
42660,Where should I put a compostable tray,PAPER TRAY,25.0
22311,In which bin should I throw a beer can ?,ALUMINIUM CAN,0.0
9037,"Hi trash, where should I discard this coffee bowl ?",PAPER BOWL,18.0
32640,Where can I throw a grapes ?,ORGANIC SCRAPS,17.0
42510,Where should I put a cardboard cup,PAPER CUP,19.0
31154,Where can I put my pill blister ?,MEDS BLISTER,14.0
27736,Open for my majestic tab,RECEIPT,43.0
1962,Could I throw a perrier cap in this trash ?,METAL CAP,15.0
41640,Where does my rest of [food] go ?,PLASTIC TRAY,42.0
19931,In what trash does my pepsi glass bottle go ?,GLASS BOTTLE,11.0
911,Can I recycle my renewable tray ?,PAPER TRAY,25.0
2772,Could I throw a package of rolls in this trash ?,TOBACCO PACK,49.0
6433,"Hey, I'm going to throw this sketchbooks",PAPER SHEET,23.0
19277,I want to throw my plastic bottles,PLASTIC PACKAGING,36.0
30845,Where can I put my eco-friendly packaging ?,COMPOSTABLE PACKAGING,5.0
28564,Should I recycle this coffee cup ?,PAPER CUP,19.0
37093,Where do I throw this compostable tray,PAPER TRAY,25.0
37009,Where do I throw this recyclable packaging,PAPER PACKAGING,21.0
45866,I would like to throw my tea pillow,TEA BAG,44.0
8248,"Hey, in which trash does this tab goes ? Thank you",RECEIPT,43.0
13687,I have this throwaway glove to throw,PLASTIC GLOVES,35.0
45529,I would like to throw this clear bag,PLASTIC BAG,28.0
29998,what bin is best suited for this gente ?,PAPER MAGASINE,20.0
39869,Where does my pulp tray goes?,PAPER TRAY,25.0
9317,"Hi trash, where should I discard my ldpe bag ?",PLASTIC BAG,28.0
9062,"Hi trash, where should I discard my pulp bowl ?",PAPER BOWL,18.0
39084,Where does a sierra nevada can goes?,ALUMINIUM CAN,0.0
2595,Could I throw a plastic-lined paper bags in this trash ?,MIXED PAPER-PLASTIC PACKAGING,37.0
2442,Could I throw a evian plastic cap in this trash ?,PLASTIC CAP,31.0
20912,In which bin does my a&w root beer can go ?,ALUMINIUM CAN,0.0
1295,Can I recycle my tea bag ?,TEA BAG,44.0
31565,Where can I put my motorola phone charger ?,PHONE CHARGER,26.0
2649,Could I throw a plastic bin in this trash ?,PLASTIC TRAY,42.0
34411,Where do I have to throw this aquafina plastic bottle ?,PLASTIC BOTTLE,29.0
1807,Could I throw this corona glass bottle in this trash ?,GLASS BOTTLE,11.0
20265,In what trash does a donna moderna go ?,PAPER MAGASINE,20.0
2861,"Excuse me, can you help me ? I don't know where to throw my corona can",ALUMINIUM CAN,0.0
44476,Where to throw this tea strainer bag ?,TEA BAG,44.0
28973,Should I recycle my plastic lids for dishes ?,PLASTIC DISH,34.0
22750,In which bin should I throw this glass pot ?,GLASS JAR,12.0
18045,I wonder where I should throw a metro ticket ?,TRANSPORT TICKET,46.0
16188,"I have a books, where should I throw it ?",PAPER SHEET,23.0
43647,Where to throw a apple charger ?,LAPTOP CHARGER,13.0
27171,Open for my majestic coffee cup,PAPER CUP,19.0
1748,Could I throw my zinc-carbon battery in this trash ?,CYLINDRICAL BATTERY,9.0
2726,Could I throw my car ticket in this trash ?,TRANSPORT TICKET,46.0
31591,Where can I put this shopping bag ?,PLASTIC BAG,28.0
24602,Is my oneplus phone charger recyclable ?,PHONE CHARGER,26.0
6400,"Hey, I'm going to throw this renewable packaging",PAPER PACKAGING,21.0
5940,"Hey, I'm going to throw a cloth masks",FACE MASK,10.0
23775,Is a leinenkugel's can recyclable ?,ALUMINIUM CAN,0.0
18560,I want to throw my glass jar,GLASS JAR,12.0
32864,Where can I throw my leaf of paper ?,PAPER SHEET,23.0
4563,"Excuse me, can you help me ? I have to throw a glass bottle",GLASS BOTTLE,11.0
41393,Where does my rest of [food] go ?,PLASTIC BOWL,30.0
10575,I have [a/an] renewable packaging,PAPER PACKAGING,21.0
4619,"Excuse me, can you help me ? I have to throw my pepsi glass bottle",GLASS BOTTLE,11.0
26332,Is there anyway I could get rid of this plastic sled ?,PLASTIC TRAY,42.0
8473,"Hi trash, where should I discard this rockstar can ?",ALUMINIUM CAN,0.0
18647,I want to throw my medication card,MEDS BLISTER,14.0
29444,what bin is best suited for my vogue pack ?,CIGARETTE PACK,4.0
16320,"I have a gatorade plastic bottle, where should I throw it ?",PLASTIC BOTTLE,29.0
32665,Where can I throw this eggshells ?,ORGANIC SCRAPS,17.0
2158,Could I throw this gente in this trash ?,PAPER MAGASINE,20.0
36579,Where do I throw a glass bottle,GLASS BOTTLE,11.0
19588,In what trash does this keystone light can go ?,ALUMINIUM CAN,0.0
33518,Where do I have to throw my sierra nevada can ?,ALUMINIUM CAN,0.0
27263,Open for my majestic paperboard packaging,PAPER PACKAGING,21.0
17309,I wonder where I should throw my sony phone ?,SMARTPHONE,16.0
39466,Where does this preserve jar goes?,GLASS JAR,12.0
41622,Where does my rest of [food] go ?,PLASTIC TRAY,42.0
8020,"Hey, in which trash does this san pellegrino plastic cap goes ? Thank you",PLASTIC CAP,31.0
3279,"Excuse me, can you help me ? I don't know where to throw a apple charger",LAPTOP CHARGER,13.0
22272,In which bin should I throw a soft drink can ?,ALUMINIUM CAN,0.0
42215,Where should I put my mountain dew glass bottle,GLASS BOTTLE,11.0
3269,"Excuse me, can you help me ? I don't know where to throw my mason jar",GLASS JAR,12.0
18463,I want to throw this lithium-polymer battery,CYLINDRICAL BATTERY,9.0
18999,I want to throw a molded fiber tray,PAPER TRAY,25.0
36263,Where do I throw my birra antoniana can,ALUMINIUM CAN,0.0
210,Can I recycle a vogue pack ?,CIGARETTE PACK,4.0
9057,"Hi trash, where should I discard a fiber bowl ?",PAPER BOWL,18.0
33463,Where do I have to throw this birra del borgo can ?,ALUMINIUM CAN,0.0
7817,"Hey, in which trash does my notebooks goes ? Thank you",PAPER SHEET,23.0
61,Can I recycle this birra baladin can ?,ALUMINIUM CAN,0.0
536,Can I recycle my capsule blister ?,MEDS BLISTER,14.0
32071,Where can I throw this birra del borgo can ?,ALUMINIUM CAN,0.0
15985,"I have this dairy products, where should I throw it ?",ORGANIC SCRAPS,17.0
38561,Where does my grocery bag belong?,PLASTIC BAG,28.0
5954,"Hey, I'm going to throw my respirators",FACE MASK,10.0
39425,Where does my fanta glass bottle goes?,GLASS BOTTLE,11.0
40590,Where does my rest of [food] go ?,COMPOSTABLE PACKAGING,5.0
18389,I want to throw my mustard packets,CONDIMENT PACKETS,6.0
15142,"I have this candy bar wrapper to throw, where should I put it ?",PLASTIC SNACK PACKAGING,38.0
18378,I want to throw a condiment sachets,CONDIMENT PACKETS,6.0
15381,"I have a birra antoniana can, where should I throw it ?",ALUMINIUM CAN,0.0
27888,Should I recycle a moretti can ?,ALUMINIUM CAN,0.0
19638,In what trash does a canned tomatoes go ?,ALUMINIUM CAN,0.0
9206,"Hi trash, where should I discard my page ?",PAPER SHEET,23.0
21025,In which bin does this canned pasta go ?,ALUMINIUM CAN,0.0
39533,Where does my medication strip goes?,MEDS BLISTER,14.0
27019,Open for my majestic perrier cap,METAL CAP,15.0
29384,what bin is best suited for my canned tomatoes ?,ALUMINIUM CAN,0.0
25506,Is there anyway I could get rid of a 7-up glass bottle ?,GLASS BOTTLE,11.0
44068,Where to throw this phone charger ?,PHONE CHARGER,26.0
39429,Where does a mountain dew glass bottle goes?,GLASS BOTTLE,11.0
7811,"Hey, in which trash does my piece of paper goes ? Thank you",PAPER SHEET,23.0
15767,"I have my mountain dew glass bottle, where should I throw it ?",GLASS BOTTLE,11.0
9288,"Hi trash, where should I discard a oneplus phone charger ?",PHONE CHARGER,26.0
26056,Is there anyway I could get rid of this nestle plastic bottle ?,PLASTIC BOTTLE,29.0
36092,Where do I put my check ?,RECEIPT,43.0
6016,"Hey, I'm going to throw this fanta glass bottle",GLASS BOTTLE,11.0
14682,"I have a chi to throw, where should I put it ?",PAPER MAGASINE,20.0
13801,I have this plastic basket to throw,PLASTIC TRAY,42.0
22362,In which bin should I throw a dos equis can ?,ALUMINIUM CAN,0.0
40715,Where does my rest of [food] go ?,CYLINDRICAL BATTERY,9.0
32489,Where can I throw my glass vase ?,GLASS JAR,12.0
13458,I have a oppo phone charger to throw,PHONE CHARGER,26.0
21327,In which bin does a fanta glass bottle go ?,GLASS BOTTLE,11.0
9767,I have [a/an] 7up can,ALUMINIUM CAN,0.0
6832,"Hey, I'm going to throw this plastic dish",PLASTIC TRAY,42.0
740,Can I recycle my recyclable cup ?,PAPER CUP,19.0
18012,I wonder where I should throw a tea infuser bag ?,TEA BAG,44.0
24342,Is a disposable bowl recyclable ?,PAPER BOWL,18.0
42053,Where should I put my mustard packets,CONDIMENT PACKETS,6.0
43637,Where to throw my mason jar ?,GLASS JAR,12.0
15751,"I have this coca-cola glass bottle, where should I throw it ?",GLASS BOTTLE,11.0
25461,Is there anyway I could get rid of a guinness glass bottle ?,GLASS BOTTLE,11.0
24321,Is a nut shells recyclable ?,ORGANIC SCRAPS,17.0
16985,I wonder where I should throw my spice packets ?,CONDIMENT PACKETS,6.0
14486,"I have my pepsi cap to throw, where should I put it ?",METAL CAP,15.0
7439,"Hey, in which trash does my glass pot goes ? Thank you",GLASS JAR,12.0
13650,I have a plastic containers to throw,PLASTIC DISH,34.0
14777,"I have my notebooks to throw, where should I put it ?",PAPER SHEET,23.0
8337,"Hey, in which trash does a tobacco pack goes ? Thank you",TOBACCO PACK,49.0
42282,Where should I put a samsung charger,LAPTOP CHARGER,13.0
21272,In which bin does my coca-cola glass bottle go ?,GLASS BOTTLE,11.0
16423,"I have this plastic dish, where should I throw it ?",PLASTIC DISH,34.0
36325,Where do I throw this canned fruit ,ALUMINIUM CAN,0.0
18239,I want to throw my canned beans,ALUMINIUM CAN,0.0
7267,"Hey, in which trash does this sweetener packets goes ? Thank you",CONDIMENT PACKETS,6.0
12594,I have a birrificio italiano can to throw,ALUMINIUM CAN,0.0
45635,I would like to throw my plastic mug,PLASTIC CUP,32.0
23577,In which bin should I throw a tea satchet ?,TEA BAG,44.0
9565,"Hi trash, where should I discard this chips plastic bag ?",PLASTIC SNACK PACKAGING,38.0
35082,Where do I put a condiment sachets ?,CONDIMENT PACKETS,6.0
39729,Where does a paper magasine goes?,PAPER MAGASINE,20.0
26677,Open for my majestic renewable packaging,COMPOSTABLE PACKAGING,5.0
38825,Where does my paper wraps belong?,PAPER FOOD PACKAGING,39.0
29738,what bin is best suited for my hp charger ?,LAPTOP CHARGER,13.0
41686,Where does my rest of [food] go ?,TEA BAG,44.0
27743,Open for my majestic tea bag,TEA BAG,44.0
22654,In which bin should I throw this kn95 masks ?,FACE MASK,10.0
45416,I would like to throw my diaries,PAPER SHEET,23.0
19092,I want to throw a pepsi plastic bottle,PLASTIC BOTTLE,29.0
35137,Where do I put this battery type ?,CYLINDRICAL BATTERY,9.0
41502,Where does my rest of [food] go ?,PLASTIC DISH,34.0
14597,"I have my paper bowl to throw, where should I put it ?",PAPER BOWL,18.0
21681,In which bin does a paper packaging go ?,PAPER PACKAGING,21.0
8406,"Hi trash, where should I discard a birra del borgo can ?",ALUMINIUM CAN,0.0
20349,In what trash does a legal pads go ?,PAPER SHEET,23.0
27146,Open for my majestic throwaway bowl,PAPER BOWL,18.0
31886,Where can I put my plastic crate ?,PLASTIC TRAY,42.0
13958,"I have my minute maid can to throw, where should I put it ?",ALUMINIUM CAN,0.0
31544,Where can I put my apple phone charger ?,PHONE CHARGER,26.0
43150,Where should I put this pack of rolled cigarettes,TOBACCO PACK,49.0
5396,"Excuse me, can you help me ? I have to throw my biscuit wrappers",PLASTIC SNACK PACKAGING,38.0
17937,I wonder where I should throw a macdonald bag ?,PAPER FOOD PACKAGING,39.0
14765,"I have my single sheet to throw, where should I put it ?",PAPER SHEET,23.0
6885,"Hey, I'm going to throw a tea pyramid bag",TEA BAG,44.0
1289,Can I recycle my tab ?,RECEIPT,43.0
17078,I wonder where I should throw my cloth masks ?,FACE MASK,10.0
41816,Where should I put my birra del borgo can,ALUMINIUM CAN,0.0
3935,"Excuse me, can you help me ? I don't know where to throw my vinyl glove",PLASTIC GLOVES,35.0
12414,"I have [a/an] plastic tray liner, where do I throw it  ?",PLASTIC TRAY,42.0
38920,Where does this bus ticket belong?,TRANSPORT TICKET,46.0
23893,Is this renewable packaging recyclable ?,COMPOSTABLE PACKAGING,5.0
33392,Where can I throw my wooden ustensils ?,WOODEN STICKS,48.0
34533,Where do I have to throw a plastic cups ?,PLASTIC DISH,34.0
8517,"Hi trash, where should I discard a cigarette ?",CIGARETTE BUTT,3.0
17844,I wonder where I should throw a plastic food storage containers ?,PLASTIC DISH,34.0
32825,Where can I throw my fiber-based packaging ?,PAPER PACKAGING,21.0
1451,Could I throw my menabrea can in this trash ?,ALUMINIUM CAN,0.0
14858,"I have my oneplus phone charger to throw, where should I put it ?",PHONE CHARGER,26.0
35611,Where do I put this pulp-based packaging ?,PAPER PACKAGING,21.0
34987,Where do I put this winston pack ?,CIGARETTE PACK,4.0
38877,Where does a tea bag belong?,TEA BAG,44.0
10343,I have [a/an] motorola phone,SMARTPHONE,16.0
2635,Could I throw this plastic sticks in this trash ?,PLASTIC STICKS,40.0
15917,"I have my sony phone, where should I throw it ?",SMARTPHONE,16.0
5923,"Hey, I'm going to throw this zinc-carbon battery",CYLINDRICAL BATTERY,9.0
13256,I have my starbuck cup to throw,PAPER CUP,19.0
31717,Where can I put this travel cup ?,PLASTIC CUP,32.0
10268,I have [a/an] samsung charger,LAPTOP CHARGER,13.0
14399,"I have my glass pot to throw, where should I put it ?",GLASS JAR,12.0
10263,I have [a/an] razer charger,LAPTOP CHARGER,13.0
18475,I want to throw this n95 masks,FACE MASK,10.0
41963,Where should I put my dunhill pack,CIGARETTE PACK,4.0
13048,I have this razer charger to throw,LAPTOP CHARGER,13.0
38476,Where does this pulp tray belong?,PAPER TRAY,25.0
44435,Where to throw my receipt ?,RECEIPT,43.0
45513,I would like to throw a t-shirt bag,PLASTIC BAG,28.0
38288,Where does my compostable bowl belong?,PAPER BOWL,18.0
17510,I wonder where I should throw my cardboard packaging ?,PAPER PACKAGING,21.0
32977,Where can I throw this polybag ?,PLASTIC BAG,28.0
21145,In which bin does this condiment packets go ?,CONDIMENT PACKETS,6.0
8225,"Hey, in which trash does my plastic dish goes ? Thank you",PLASTIC TRAY,42.0
10329,I have [a/an] google phone,SMARTPHONE,16.0
44550,I would like to throw a pepsi can,ALUMINIUM CAN,0.0
7327,"Hey, in which trash does this lithium-polymer battery goes ? Thank you",CYLINDRICAL BATTERY,9.0
8739,"Hi trash, where should I discard a glass bottle ?",GLASS BOTTLE,11.0
30278,what bin is best suited for my fanta plastic cap ?,PLASTIC CAP,31.0
35573,Where do I put my il venerdì di repubblica ?,PAPER MAGASINE,20.0
16890,I wonder where I should throw a winston pack ?,CIGARETTE PACK,4.0
23690,Is my canada dry can recyclable ?,ALUMINIUM CAN,0.0
5175,"Excuse me, can you help me ? I have to throw a nestle plastic bottle",PLASTIC BOTTLE,29.0
6065,"Hey, I'm going to throw my apple charger",LAPTOP CHARGER,13.0
29980,what bin is best suited for this pulp cup ?,PAPER CUP,19.0
44532,Where to throw a package of rolls ?,TOBACCO PACK,49.0
6541,"Hey, I'm going to throw this carrier bag",PLASTIC BAG,28.0
32416,Where can I throw this san pellegrino glass bottle ?,GLASS BOTTLE,11.0
14049,"I have a canned soup to throw, where should I put it ?",ALUMINIUM CAN,0.0
21410,In which bin does my pill blister go ?,MEDS BLISTER,14.0
28017,Should I recycle a chesterfield pack ?,CIGARETTE PACK,4.0
39360,Where does a respirators goes?,FACE MASK,10.0
28031,Should I recycle my kent pack ?,CIGARETTE PACK,4.0
35905,Where do I put this plastic fork ?,PLASTIC CUTLERY,33.0
4466,"Excuse me, can you help me ? I have to throw my ketchup packets",CONDIMENT PACKETS,6.0
1792,Could I throw this san pellegrino glass bottle in this trash ?,GLASS BOTTLE,11.0
19137,I want to throw a sprite plastic cap,PLASTIC CAP,31.0
11762,"I have [a/an] grapes, where do I throw it  ?",ORGANIC SCRAPS,17.0
5726,"Hey, I'm going to throw my aluminium sheet",ALUMINIUM SHEET,1.0
43915,Where to throw this chi ?,PAPER MAGASINE,20.0
13260,I have a single-use cup to throw,PAPER CUP,19.0
28256,Should I recycle my corona glass bottle ?,GLASS BOTTLE,11.0
27970,Should I recycle this canned soup ?,ALUMINIUM CAN,0.0
10608,I have [a/an] sketchbooks,PAPER SHEET,23.0
14494,"I have this nestea cap to throw, where should I put it ?",METAL CAP,15.0
6720,"Hey, I'm going to throw a latex-free glove",PLASTIC GLOVES,35.0
7133,"Hey, in which trash does my marlboro pack goes ? Thank you",CIGARETTE PACK,4.0
15931,"I have this bananas, where should I throw it ?",ORGANIC SCRAPS,17.0
16947,I wonder where I should throw a environmentally responsible packaging ?,COMPOSTABLE PACKAGING,5.0
6046,"Hey, I'm going to throw this glass pot",GLASS JAR,12.0
16460,"I have my disposable glove, where should I throw it ?",PLASTIC GLOVES,35.0
457,Can I recycle this dr. pepper glass bottle ?,GLASS BOTTLE,11.0
28130,Should I recycle my ketchup packets ?,CONDIMENT PACKETS,6.0
24907,Is this plastic sticks recyclable ?,PLASTIC STICKS,40.0
7732,"Hey, in which trash does this il venerdì di repubblica goes ? Thank you",PAPER MAGASINE,20.0
588,Can I recycle a oneplus phone ?,SMARTPHONE,16.0
10072,I have [a/an] tissues,CRUMBLED TISSUE,8.0
26805,Open for my majestic silver-oxide battery,CYLINDRICAL BATTERY,9.0
19244,I want to throw my disposable glove,PLASTIC GLOVES,35.0
14064,"I have a canned pasta to throw, where should I put it ?",ALUMINIUM CAN,0.0
38324,Where does my recyclable cup belong?,PAPER CUP,19.0
8492,"Hi trash, where should I discard my canned fish  ?",ALUMINIUM CAN,0.0
24562,Is this biodegradable tray recyclable ?,PAPER TRAY,25.0
8442,"Hi trash, where should I discard a dos equis can ?",ALUMINIUM CAN,0.0
20318,In what trash does my biodegradable packaging go ?,PAPER PACKAGING,21.0
20403,In what trash does a phone charger go ?,PHONE CHARGER,26.0
11783,"I have [a/an] vegetable scraps, where do I throw it  ?",ORGANIC SCRAPS,17.0
22046,In which bin does my hygiene glove go ?,PLASTIC GLOVES,35.0
14579,"I have my nut shells to throw, where should I put it ?",ORGANIC SCRAPS,17.0
31327,Where can I put this compostable bowl ?,PAPER BOWL,18.0
37283,Where do I throw my plastic mug,PLASTIC CUP,32.0
32106,Where can I throw a dos equis can ?,ALUMINIUM CAN,0.0
29324,what bin is best suited for my dos equis can ?,ALUMINIUM CAN,0.0
40701,Where does my rest of [food] go ?,CYLINDRICAL BATTERY,9.0
38496,Where does a sustainable tray belong?,PAPER TRAY,25.0
12000,"I have [a/an] sketchbooks, where do I throw it  ?",PAPER SHEET,23.0
19570,In what trash does this guinness can go ?,ALUMINIUM CAN,0.0
14576,"I have my tea bags to throw, where should I put it ?",ORGANIC SCRAPS,17.0
18111,I want to throw a dr pepper can,ALUMINIUM CAN,0.0
8960,"Hi trash, where should I discard my nokia phone ?",SMARTPHONE,16.0
43204,Where to throw this ichnusa can ?,ALUMINIUM CAN,0.0
17712,I wonder where I should throw a gatorade plastic bottle ?,PLASTIC BOTTLE,29.0
26085,Is there anyway I could get rid of a coca-cola plastic cap ?,PLASTIC CAP,31.0
15757,"I have this sprite glass bottle, where should I throw it ?",GLASS BOTTLE,11.0
13734,I have a paper and plastic packaging for snacks to throw,MIXED PAPER-PLASTIC PACKAGING,37.0
10308,I have [a/an] pepsi cap,METAL CAP,15.0
25526,Is there anyway I could get rid of my glass canister ?,GLASS JAR,12.0
25377,Is there anyway I could get rid of a tissue pieces ?,CRUMBLED TISSUE,8.0
42608,Where should I put my leaf of paper,PAPER SHEET,23.0
33403,Where can I throw this packet of rolls ?,TOBACCO PACK,49.0
4401,"Excuse me, can you help me ? I have to throw a green packaging",COMPOSTABLE PACKAGING,5.0
23015,In which bin should I throw my compostable cup ?,PAPER CUP,19.0
2445,Could I throw a perrier plastic cap in this trash ?,PLASTIC CAP,31.0
44895,I would like to throw a nickel-metal hydride battery,CYLINDRICAL BATTERY,9.0
24176,Is my acer charger recyclable ?,LAPTOP CHARGER,13.0
18553,I want to throw this dr. pepper glass bottle,GLASS BOTTLE,11.0
43057,Where should I put this tea sachet,TEA BAG,44.0
2826,"Excuse me, can you help me ? I don't know where to throw a 8.6 can",ALUMINIUM CAN,0.0
29949,what bin is best suited for a disposable cup ?,PAPER CUP,19.0
35080,Where do I put this spice packets ?,CONDIMENT PACKETS,6.0
40876,Where does my rest of [food] go ?,LAPTOP CHARGER,13.0
23712,Is a moretti can recyclable ?,ALUMINIUM CAN,0.0
37278,Where do I throw a reusable plastic cup,PLASTIC CUP,32.0
4256,"Excuse me, can you help me ? I have to throw my heineken can",ALUMINIUM CAN,0.0
7762,"Hey, in which trash does this paper packaging goes ? Thank you",PAPER PACKAGING,21.0
28978,Should I recycle this plastic salad bowls ?,PLASTIC DISH,34.0
25386,Is there anyway I could get rid of a cylindrical battery ?,CYLINDRICAL BATTERY,9.0
44537,Where to throw my pack of rolls ?,TOBACCO PACK,49.0
22548,In which bin should I throw a flavor packets ?,CONDIMENT PACKETS,6.0
30972,Where can I put a nickel-cadmium battery ?,CYLINDRICAL BATTERY,9.0
37727,Where does my canned beans belong?,ALUMINIUM CAN,0.0
24724,Is this san pellegrino plastic cap recyclable ?,PLASTIC CAP,31.0
15806,"I have my laptop charger, where should I throw it ?",LAPTOP CHARGER,13.0
41514,Where does my rest of [food] go ?,PLASTIC GLOVES,35.0
2088,Could I throw a throwaway bowl in this trash ?,PAPER BOWL,18.0
20112,In what trash does a grapes go ?,ORGANIC SCRAPS,17.0
27495,Open for my majestic minute maid plastic cap,PLASTIC CAP,31.0
16113,"I have a paper packaging, where should I throw it ?",PAPER PACKAGING,21.0
30673,Where can I put this moretti can ?,ALUMINIUM CAN,0.0
40727,Where does my rest of [food] go ?,CYLINDRICAL BATTERY,9.0
36504,Where do I throw a oil packets,CONDIMENT PACKETS,6.0
26919,Open for my majestic glass vase,GLASS JAR,12.0
39093,Where does a monster can goes?,ALUMINIUM CAN,0.0
18849,I want to throw a paper magasine,PAPER MAGASINE,20.0
17542,I wonder where I should throw this paper sheet ?,PAPER SHEET,23.0
45008,I would like to throw my glass jar,GLASS JAR,12.0
15644,"I have my cylindrical battery, where should I throw it ?",CYLINDRICAL BATTERY,9.0
26221,Is there anyway I could get rid of this hygiene glove ?,PLASTIC GLOVES,35.0
10761,I have [a/an] fanta plastic bottle,PLASTIC BOTTLE,29.0
19869,In what trash does a kn95 masks go ?,FACE MASK,10.0
37331,Where do I throw my plastic salad bowls,PLASTIC DISH,34.0
45604,I would like to throw this san pellegrino plastic cap,PLASTIC CAP,31.0
10746,I have [a/an] aquafina plastic bottle,PLASTIC BOTTLE,29.0
30180,what bin is best suited for a nokia phone charger ?,PHONE CHARGER,26.0
43687,Where to throw this capsule blister ?,MEDS BLISTER,14.0
37757,Where does my marlboro pack belong?,CIGARETTE PACK,4.0
7524,"Hey, in which trash does a pepsi cap goes ? Thank you",METAL CAP,15.0
17714,I wonder where I should throw my gatorade plastic bottle ?,PLASTIC BOTTLE,29.0
17639,I wonder where I should throw my vivo phone charger ?,PHONE CHARGER,26.0
40740,Where does my rest of [food] go ?,FACE MASK,10.0
25071,Is there anyway I could get rid of a dr pepper can ?,ALUMINIUM CAN,0.0
44814,I would like to throw a seasoning packets,CONDIMENT PACKETS,6.0
7544,"Hey, in which trash does my samsung phone goes ? Thank you",SMARTPHONE,16.0
11070,I have [a/an] tetrapack,TETRAPACK,45.0
7870,"Hey, in which trash does this renewable tray goes ? Thank you",PAPER TRAY,25.0
26608,Open for my majestic aluminium tray,ALUMINIUM TRAY,2.0
14005,"I have this stella artois can to throw, where should I put it ?",ALUMINIUM CAN,0.0
11988,"I have [a/an] page, where do I throw it  ?",PAPER SHEET,23.0
7195,"Hey, in which trash does this recyclable packaging goes ? Thank you",COMPOSTABLE PACKAGING,5.0
28095,Should I recycle a climate-neutral packaging ?,COMPOSTABLE PACKAGING,5.0
18593,I want to throw my apple charger,LAPTOP CHARGER,13.0
24421,Is this panorama recyclable ?,PAPER MAGASINE,20.0
12486,"I have [a/an] tramway ticket, where do I throw it  ?",TRANSPORT TICKET,46.0
12680,I have my canned tomatoes to throw,ALUMINIUM CAN,0.0
34290,Where do I have to throw a paper tray ?,PAPER TRAY,25.0
14830,"I have this renewable tray to throw, where should I put it ?",PAPER TRAY,25.0
42067,Where should I put this sweetener packets,CONDIMENT PACKETS,6.0
45073,I would like to throw this pill blister,MEDS BLISTER,14.0
5225,"Excuse me, can you help me ? I have to throw my minute maid plastic cap",PLASTIC CAP,31.0
8037,"Hey, in which trash does a solo cup goes ? Thank you",PLASTIC CUP,32.0
20996,In which bin does my red bull can go ?,ALUMINIUM CAN,0.0
11751,"I have [a/an] apples, where do I throw it  ?",ORGANIC SCRAPS,17.0
37476,Where do I throw a invoice,RECEIPT,43.0
21085,In which bin does this davidoff pack go ?,CIGARETTE PACK,4.0
24020,Is my zinc-carbon battery recyclable ?,CYLINDRICAL BATTERY,9.0
27674,Open for my majestic cookie wrapper,PLASTIC SNACK PACKAGING,38.0
37071,Where do I throw a paper sugar bag,PAPER SUGAR BAG,24.0
1992,Could I throw a lg phone in this trash ?,SMARTPHONE,16.0
9532,"Hi trash, where should I discard this plastic bottles ?",PLASTIC PACKAGING,36.0
